Erreur;Ntotal;Nprocessus;Temps(ms)
2.2732395447351625;100000000;1;19569
2.2732395447351625;100000000;1;19222
2.2732395447351625;50000000;2;11175
1.0;100000000;1;19616
1.0;100000000;2;9536
1.0;100000000;4;4825
1.0;100000000;8;2481
1.0;100000000;16;1070
